ACCESSION_NUMBER	BORROWER_ID	NAME	LEI	AGGREGATE_VALUE
0002071691-25-009449	932251	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	34055101.722866
0002071691-25-009449	932253	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	11801753.612
0001410368-25-017881	909064	STATE STREET BANK & TRUST COMPANY	571474TGEMMWANRLN572	821866.8095
0001410368-25-017881	909065	National Financial Services LLC	549300JRHF1MHHWUAW04	1669610.02
0001410368-25-017881	909066	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	273759181.403476
0000035402-25-001447	911861	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	13875846.77
0000035402-25-001478	911905	JEFFERIES LLC	58PU97L1C0WSRCWADL48	3355635
0000035402-25-001478	911908	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	35903713
0000036405-25-000237	918150	Clear Street LLC	549300KNQS43Y7TO3X67	4690109.54
0000036405-25-000237	918152	HSBC Bank PLC	MP6I5ZYZBEU3UXPYFY54	938583
0000036405-25-000237	918157	Nomura Securities International, Inc.	OXTKY6Q8X53C9ILVV871	3613231
0000036405-25-000237	918158	RBC Capital Markets LLC	549300LCO2FLSSVFFR64	8725678
0000036405-25-000239	918205	TD Prime Services, Inc.	549300ZBQI1JB1844X09	36309
0000036405-25-000243	918319	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	273396567.2
0000036405-25-000243	918326	National Financial Services LLC	549300JRHF1MHHWUAW04	29349519.69
0000036405-25-000243	918331	SG Americas Securities LLC	549300F35UE0BOM1WJ55	4696176.9
0000036405-25-000243	918338	Velocity Clearing LLC	984500T997U2DFD6C761	1327736.38
0000036405-25-000240	918367	Citigroup Global Markets Inc	MBNUM2BPBDO7JBLYG310	22334950.64
0000036405-25-000240	918377	Pershing LLC	ZI8Q1A8EI8LQFJNM0D94	107432
0000036405-25-000240	918380	State Street Bank and Trust Company	571474TGEMMWANRLN572	3434820
0000036405-25-000240	918383	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	10645459
0000036405-25-000240	918385	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	2997662
0001004726-25-002059	918502	MORGAN STANLEY & CO. LLC (US EQUITY SEC LENDING)	9R7GPTSO7KV3UQJZQ078	44357659.81
0001004726-25-002059	918503	STATE STREET BANK & TRUST COMPANY	571474TGEMMWANRLN572	9004614.32
0001004726-25-002059	918521	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	790770.6
0000035402-25-001351	911301	GOLDMAN SACHS and CO LLC (GOV REPO)	FOR8UP27PHTHYVLBNG30	48807102.79
0000035402-25-001475	911927	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	17114354.32
0000035402-25-001475	911930	JPMORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	8573355
0002071691-25-004187	913235	CITIGROUP GLOBAL MARKETS INC	MBNUM2BPBDO7JBLYG310	3883757.96999999
0002071691-25-004187	913240	BARCLAYS CAPITAL INC	AC28XWWI3WIBK2824319	1744560.4
0000035402-25-002118	918829	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	7071665
0000035402-25-002118	918833	JPMORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	15593976
0000862084-25-000080	919113	Citigroup Global Markets Inc	MBNUM2BPBDO7JBLYG310	2576657.89
0000862084-25-000080	919114	Clear Street LLC	549300KNQS43Y7TO3X67	6974.93
0000862084-25-000080	919118	Marex Capital Markets Inc	5493006BWPDUCYG6EQ34	377775
0000862084-25-000080	919119	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	1425385
0000940400-25-010613	920114	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	500614866.07
0000940400-25-010613	920125	Pershing LLC	ZI8Q1A8EI8LQFJNM0D94	77763
0000940400-25-010613	920128	DEUTSCHE BANK SECURITIES INC	9J6MBOOO7BECTDTUZW19	251988
0000940400-25-010613	920132	ING FINANCIAL MARKETS LLC	KBVRJ5K57JZ3E2AVWX40	6307200
0000940400-25-010613	920137	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	37849217
0001410368-25-032006	924113	HSBC Bank PLC	MP6I5ZYZBEU3UXPYFY54	199655.54
0001410368-25-032006	924115	J.P. Morgan Securities LLC	ZBUT11V806EZRVTWT807	5916524.24
0000777535-25-000042	924203	ING FINANCIAL MARKETS LLC	KBVRJ5K57JZ3E2AVWX40	4586428.7
0000777535-25-000042	924209	MIZUHO SECURITIES USA LLC	7TK5RJIZDFROZCA6XF66	9881314.96
0000777535-25-000042	924195	BOFA SECURITIES, INC.	549300HN4UKV1E2R3U73	170944441.63
0000777535-25-000042	924196	CIBC WORLD MARKETS CORPORATION	549300445CON3DBMU275	425684
0000777535-25-000042	924218	SKANDINAVISKA ENSKILDA BANKEN AB (PUBL)	F3JS33DEI6XQ4ZBPTN86	1864347.93
0000777535-25-000042	924219	SOCIETE GENERALE SA	O2RNE8IBXP4R0TD8PU41	10010120.04
0001410368-25-032038	924888	UBS AG	BFM8T61CT2L1QCEMIK50	75546784
0001410368-25-032043	924899	Jefferies LLC	58PU97L1C0WSRCWADL48	42980.2
0001410368-25-032172	925133	STATE STREET BANK & TRUST COMPANY	571474TGEMMWANRLN572	2761125.38
0001410368-25-032201	925155	Jefferies LLC	58PU97L1C0WSRCWADL48	5745811.34
0001410368-25-032201	925158	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	200113581.2
0001410368-25-032201	925169	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	862839.955
0001410368-25-032201	925173	CITADEL CLEARING LLC	5493001I7IJ4CW6Q9N27	2648496
0001410368-25-032201	925174	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	556859.5
0001410368-25-032201	925175	STATE STREET BANK & TRUST COMPANY	571474TGEMMWANRLN572	13386834.81
0001410368-25-017836	908791	UBS AG	BFM8T61CT2L1QCEMIK50	1682678.7581
0001410368-25-017836	908794	National Bank Financial Inc.	549300D83GR71RNG0O65	38076557.9391
0001410368-25-017836	908805	TD Prime Services LLC	549300ZBQI1JB1844X09	26310431.1897
0001410368-25-017836	908808	BMO Capital Markets	RUC0QBLBRPRCU4W1NE59	17303666.3821
0001410368-25-017836	908811	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	22568003.5941
0000035402-25-001483	911871	MORGAN STANLEY and CO LLC	9R7GPTSO7KV3UQJZQ078	197294907.73
0000035402-25-001483	911876	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	19870670.82
0000035402-25-001483	911879	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	19292709
0000035402-25-001483	911883	UBS SECURITIES LLC.	T6FIZBDPKLYJKFCRVK44	5993043.64
0000035402-25-001483	911884	BMO CAPITAL MARKETS CORP	RUC0QBLBRPRCU4W1NE59	39841904.56
0001410368-25-031990	923991	Barclays Bank PLC	G5GSEF7VJP5I7OUK5573	158751528.39
0001378872-25-000392	913735	BMO Capital Markets Corp	RUC0QBLBRPRCU4W1NE59	138400
0001193125-25-293318	917119	MIZUHO SECURITIES USA LLC	7TK5RJIZDFROZCA6XF66	17895.068176
0001193125-25-293318	917123	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	160282399.879538
0001193125-25-293318	917125	Citigroup Global Markets Inc.	MBNUM2BPBDO7JBLYG310	14424774
0001193125-25-293318	917128	WELLS FARGO SECURITIES, LLC	VYVVCKR63DVZZN70PB21	21305238.15
0001410368-25-019349	912562	BNP PARIBAS PARIS BRANCH	R0MUWSFPU8MPRO8K5P83	1371370.04
0001410368-25-019349	912563	NOMURA SECURITIES INTL INC	OXTKY6Q8X53C9ILVV871	309957.9
0001410368-25-019349	912567	BOFA SECURITIES INC.	549300HN4UKV1E2R3U73	3515198.23
0002071691-25-006501	917257	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	1144055.97
0002071691-25-006501	917261	Pershing LLC	ZI8Q1A8EI8LQFJNM0D94	10501454.38
0002071691-25-006501	917268	Barclays Bank PLC	G5GSEF7VJP5I7OUK5573	43323317.13
0001099263-25-003640	920890	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	782355
0001410368-25-017888	909235	BofA Securities, Inc.	549300HN4UKV1E2R3U73	9875608.28248
0000777535-25-000037	922092	BMO CAPITAL MARKETS CORP.	RUC0QBLBRPRCU4W1NE59	1232506.83
0000777535-25-000037	922098	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	6748615.17
0000777535-25-000037	922100	HSBC BANK PLC	MP6I5ZYZBEU3UXPYFY54	36531.78
0000777535-25-000037	922104	MACQUARIE BANK LIMITED	549300MPRNPO6FWNKN78	624122.33
0000777535-25-000037	922108	NOMURA SECURITIES INTERNATIONAL, INC.	OXTKY6Q8X53C9ILVV871	88019668.73
0001410368-25-031937	923536	Nomura Securities International, Inc.	OXTKY6Q8X53C9ILVV871	55096469.3
0001410368-25-031937	923537	Citigroup Global Markets Limited	XKZZ2JZF41MRHTR1V493	22053549.91
0001410368-25-031937	923544	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	29506175.27
0001410368-25-031937	923549	Scotia Capital (USA) Inc.	549300BLWPABP1VNME36	30969583.51
0001410368-25-031937	923552	National Financial Services LLC	549300JRHF1MHHWUAW04	1703798.07
0001410368-25-031937	923553	Barclays Capital Inc.	AC28XWWI3WIBK2824319	144348023.98
0001410368-25-031937	923556	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	110440716.1
0001410368-25-031937	923557	BNP Paribas USA, Inc.	549300QVEGJN81E8T563	1907952.98
0002071691-25-007618	925718	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	4377809.0387
0002071691-25-007618	925733	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	166667920.3125
0002071691-25-007618	925738	SG AMERICAS SECURITIES LLC	549300F35UE0BOM1WJ55	509425.94
0002071691-25-007618	925742	BofA Securities, Inc.	549300HN4UKV1E2R3U73	223102320.9526
0000035402-25-001381	911469	GOLDMAN SACHS and CO LLC (GOV REPO)	FOR8UP27PHTHYVLBNG30	10996169.41
0000035402-25-001381	911474	JEFFERIES LLC	58PU97L1C0WSRCWADL48	15282179
0000035402-25-001381	911475	NOMURA SECURITIES INTERNATIONAL INC	OXTKY6Q8X53C9ILVV871	25500145.85
0002071691-25-007652	925965	HSBC BANK PLC	MP6I5ZYZBEU3UXPYFY54	55270098.285
0002071691-25-007652	925968	MIZUHO SECURITIES USA INC.	7TK5RJIZDFROZCA6XF66	1757593.11
0002071691-25-007652	925971	MORGAN STANLEY & CO. LLC (US EQUITY SEC LENDING)	9R7GPTSO7KV3UQJZQ078	588014634.2398
0002071691-25-007652	925973	National Bank Financial Inc.	549300D83GR71RNG0O65	36764296.68
0002071691-25-007646	926050	UBS AG	BFM8T61CT2L1QCEMIK50	73559595.49
0002071691-25-007646	926061	STATE STREET BANK & TRUST COMPANY	571474TGEMMWANRLN572	48738539.28
0002071691-25-007646	926071	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	69353.16
0000035402-25-001373	911438	UBS SECURITIES LLC.	T6FIZBDPKLYJKFCRVK44	0
0001193125-25-293282	917086	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	1337880
0001193125-25-293324	917169	MACQUARIE BANK LIMITED (LONDON BRANCH)	4ZHCHI4KYZG2WVRT8631	37904809.454211
0001193125-25-293324	917185	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	198940747.581623
0000752177-25-000253	918114	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	19233420
0000036405-25-000236	918178	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	3354792
0001193125-25-251567	909578	BOFA SECURITIES  INC.	549300HN4UKV1E2R3U73	5891535.1
0001193125-25-251567	909580	BNP PARIBAS PB INTL LTD	549300KUN9K9K32C6D97	5500320
0000923202-25-000082	918206	BMO Capital Markets Corp.	RUC0QBLBRPRCU4W1NE59	11937955.43
0000036405-25-000235	918262	The Bank of New York Mellon	HPFHU0OQ28E4N0NFVK49	5711259.35
0000036405-25-000235	918264	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	254923798.7
0000036405-25-000235	918266	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	172169726.2
0000036405-25-000235	918235	BNP Paribas Securities Corp.	RCNB6OTYUAMMP879YW96	132806693.2
0000036405-25-000235	918240	CIBCI	549300TDJKVQJ41VN031	45933494
0000036405-25-000235	918250	Mizuho Securities USA, LLC	5493004GRDTUI7EMIZ82	404475.85
0000036405-25-000235	918253	National Financial Services LLC	549300JRHF1MHHWUAW04	100491513
0000036405-25-000242	918278	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	68402372.06
0000036405-25-000242	918292	The Bank of Nova Scotia Houston Branch	L3I9ZG2KFGXZ61BMYR72	14203601
0000036405-25-000242	918295	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	51316118
0001004726-25-002043	918564	Pershing LLC	ZI8Q1A8EI8LQFJNM0D94	47767.59
0001004726-25-002043	918577	JP MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	119484892.36
0000889519-25-000042	918433	Clear Street LLC	549300KNQS43Y7TO3X67	1475.56
0000889519-25-000042	918443	RBC Dominion Securities Inc	549300QJJX6CVVUXLE15	116006.78
0001193125-25-293319	917136	BNP PARIBAS FINANCIAL MARKETS	6EWKU0FGVX5QQJHFGT48	26000427.69492
0002071691-25-006423	917156	BNP Paribas Prime Brokerage Intl Ltd	549300KUN9K9K32C6D97	4055003.86
0002071691-25-006423	917162	Goldman, Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	3844711.55
0002071691-25-006423	917163	Barclays Capital Inc.	AC28XWWI3WIBK2824319	5636507.08
0001004726-25-002038	918407	Natixis Securities Americas LLC	549300L8G1E7ZHVEOG75	1809515
0001410368-25-017275	908424	BofA Securities, Inc.	549300HN4UKV1E2R3U73	65205
0001410368-25-017275	908426	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	2047230
0001410368-25-017275	908428	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	8438001
0000940400-25-010642	920241	VIRTU AMERICAS, LLC	549300RA02N3BNSWBV74	18875948
0000940400-25-010642	920243	NOMURA SECURITIES INTERNATIONAL INC.	OXTKY6Q8X53C9ILVV871	102480
0000940400-25-010642	920249	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	1443447.2
0000940400-25-010642	920263	MORGAN STANLEY & CO. LLC (US EQUITY SEC LENDING)	9R7GPTSO7KV3UQJZQ078	904924815.11
0000940400-25-010634	920215	National Financial Services LLC	549300JRHF1MHHWUAW04	5709827.81
0000035402-25-002272	920542	SCOTIA CAPITAL (USA) INC.	549300BLWPABP1VNME36	2548660
0001099263-25-003622	920545	ING FINANCIAL MARKETS LLC	KBVRJ5K57JZ3E2AVWX40	85266
0000035402-25-001446	911690	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	3887755.54
0000940400-25-010641	920574	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	24741460
0000052848-25-000264	910903	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	23095063
0000035402-25-001335	911244	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	17858500
0000035402-25-001335	911246	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	2299250
0000035402-25-001335	911250	JPMORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	67267060
0000036405-25-000244	918296	BofA Securities Inc	549300HN4UKV1E2R3U73	4677024
0001410368-25-031954	923853	National Financial Services LLC	549300JRHF1MHHWUAW04	4318926.18
0000777535-25-000040	923868	BOFA SECURITIES, INC.	549300HN4UKV1E2R3U73	27501890.1
0000777535-25-000040	923873	NOMURA SECURITIES INTERNATIONAL, INC.	OXTKY6Q8X53C9ILVV871	2722618.68
0002071691-25-007634	925765	BofA Securities, Inc.	549300HN4UKV1E2R3U73	823981221.5
0002071691-25-007667	926178	National Financial Services LLC	549300JRHF1MHHWUAW04	33640501.36
0000035402-25-001386	911443	MORGAN STANLEY and CO LLC	9R7GPTSO7KV3UQJZQ078	501624517.49
0000035402-25-001386	911451	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	292398820.87
0000035402-25-001440	911666	CANADIAN IMPRL BK COMM NY BRH	549300H8L46OOZOFHU82	3055964
0000035402-25-001440	911679	JPMORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	12668170.95
0000035402-25-001440	911680	PERSHING LLC	ZI8Q1A8EI8LQFJNM0D94	3872116.3
0001410368-25-032041	924862	National Financial Services LLC	549300JRHF1MHHWUAW04	186018
0001410368-25-032289	925560	Natixis Securities Americas LLC	549300L8G1E7ZHVEOG75	15393417.15
0000035402-25-001485	911894	NOMURA SECURITIES INTERNATIONAL INC	OXTKY6Q8X53C9ILVV871	1203578
0000035402-25-001485	911896	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	28107770.36
0000035402-25-001485	911900	SCOTIA CAPITAL (USA) INC.	549300BLWPABP1VNME36	3575430
0001410368-25-032903	928898	UBS AG LONDON	BFM8T61CT2L1QCEMIK50	965451.17999999
0001004726-25-003417	937566	THE BANK OF NOVA SCOTIA HOU	L3I9ZG2KFGXZ61BMYR72	21607138.06
0001004726-25-003417	937568	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	127510041.8599997
0001004726-25-003417	937593	SCOTIA CAPITAL USA INC.	549300BLWPABP1VNME36	2108205
0002071691-25-009312	932017	Goldman, Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	15956572
0001084380-25-000525	940707	BANK OF NOVA SCOTIA	L3I9ZG2KFGXZ61BMYR72	5961233.1
0001084380-25-000525	940713	SG AMERICAS SECURITIES, LLC	549300F35UE0BOM1WJ55	734478.11
0001084380-25-000525	940714	BNP PARIBAS SECURITIES CORPORATION	RCNB6OTYUAMMP879YW96	10765714.82
0001084380-25-000525	940715	ING FINANCIAL MARKETS LLC	KBVRJ5K57JZ3E2AVWX40	5019999.53
0001084380-25-000525	940716	HSBC BANK PLC	MP6I5ZYZBEU3UXPYFY54	10057793.52
0001084380-25-000525	940717	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	94025878.29
0000857489-25-000147	933871	SG Americas Securities LLC	549300F35UE0BOM1WJ55	348298.28
0000857489-25-000147	933872	BNP Paribas Securities Corp.	RCNB6OTYUAMMP879YW96	4017050.61
0000857489-25-000147	933879	Citigroup Global Markets Inc	MBNUM2BPBDO7JBLYG310	20751863.1
0000857489-25-000147	933881	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	20359170.23
0000857489-25-000147	933883	Mizuho Securities USA, LLC	5493004GRDTUI7EMIZ82	81650
0000857489-25-000147	933887	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	387.29
0001410368-25-040405	930563	State Street Bank and Trust Company	571474TGEMMWANRLN572	106574775.4
0001410368-25-042035	933172	Barclays Bank PLC	G5GSEF7VJP5I7OUK5573	125007868.41
0001410368-25-040419	930660	Barclays Bank PLC FI	G5GSEF7VJP5I7OUK5573	63737945.14
0001410368-25-040425	930739	BMO Capital Markets Corp. 5221	RUC0QBLBRPRCU4W1NE59	15354576.07
0001410368-25-040425	930747	CIBC New York Branch	2IGI19DL77OX0HC3ZE78	22762033.7
0001410368-25-040425	930760	RBC Capital Markets, LLC	549300LCO2FLSSVFFR64	2360409
0001410368-25-040425	930762	Scotia Capital (USA) Inc.	549300BLWPABP1VNME36	19974160.18
0001410368-25-040424	930700	JANNEY MONTGOMERY SCOTT LLC	549300QQRY1JCFQHYS08	4226992.43999999
0001410368-25-040424	930701	JEFFERIES LLC	58PU97L1C0WSRCWADL48	3257873.87999999
0001410368-25-040424	930709	PERSHING LLC	ZI8Q1A8EI8LQFJNM0D94	376926.29
0001410368-25-040424	930710	RBC CAPITAL MARKETS LLC	549300LCO2FLSSVFFR64	43141
0001410368-25-040424	930711	RBC DOMINION SECURITIES INC	549300QJJX6CVVUXLE15	955716.95999999
0001410368-25-040424	930714	SKANDINAVISKA ENSKILDA BANK AB	F3JS33DEI6XQ4ZBPTN86	3958007.61999999
0001410368-25-040430	930806	COWEN & CO LLC	549300WR155U7DVMIW58	1729427.11
0001410368-25-040430	930814	JEFFERIES LLC	58PU97L1C0WSRCWADL48	4062381.88999999
0001410368-25-040430	930824	SG AMERICAS SECURITIES LLC	549300F35UE0BOM1WJ55	4651366.48999999
0001193125-25-334202	938489	UBS AG LONDON BRANCH	BFM8T61CT2L1QCEMIK50	58353561
0001193125-25-334202	938491	Citigroup Global Markets Inc.	MBNUM2BPBDO7JBLYG310	11974632.6
0001193125-25-334202	938494	BNP PARIBAS SECURITIES CORPORATION	RCNB6OTYUAMMP879YW96	7695893.8
0002071691-25-007741	926813	BOFA SECURITIES  INC.	549300HN4UKV1E2R3U73	51483706.08
0000035402-25-002966	935073	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	60357
0000035402-25-002966	935074	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	117304
0000035402-25-002946	935202	SCOTIA CAPITAL (USA) INC.	549300BLWPABP1VNME36	216675
0001193125-25-334203	938512	WELLS FARGO BANK, N.A.	KB1H1DSPRFMYMCUFXT09	22168460.7
0001410368-25-043395	938978	GOLDMAN SACHS INTERNATIONAL	W22LROWP2IHZNBB6K528	31629485.121827
0001410368-25-043395	938981	Jefferies LLC	58PU97L1C0WSRCWADL48	1320940.239931
0001410368-25-043395	938985	NOMURA SECURITIES INTERNATIONAL INC.	OXTKY6Q8X53C9ILVV871	6419991.44878
0001410368-25-043395	938989	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	800269.6
0000107606-25-000043	933842	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	5764983
0000857489-25-000151	933999	Jefferies LLC	58PU97L1C0WSRCWADL48	18009857.2
0000857489-25-000151	934002	Citigroup Global Markets Inc	MBNUM2BPBDO7JBLYG310	81685002.79
0001410368-25-043505	939564	JP MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	58373520.653047
0001410368-25-043505	939573	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	2229936.621347
0001410368-25-043505	939575	UBS AG	BFM8T61CT2L1QCEMIK50	42604887.220072
0001410368-25-043505	939579	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	3984028
0000035402-25-003052	935810	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	3278740
0000035402-25-003052	935811	ING FINANCIAL MARKETS LLC	KBVRJ5K57JZ3E2AVWX40	6110106
0000857489-25-000149	933943	Citigroup Global Markets Inc	MBNUM2BPBDO7JBLYG310	185546231.1
